mode;prompt_type;id;prompt;p1_sex;p2_sex;p1_prompt;p2_prompt
easy;action+background;29;A photo of <|woman_1|> checking the time on her wristwatch, in a European town square, Ultra HD quality.;woman;;A photo of <|woman_1|> checking the time on her wristwatch.;
easy;action+background;30;A photo of <|man_1|> checking the time on his wristwatch, in a modern office, Ultra HD quality.;man;;A photo of <|man_1|> checking the time on his wristwatch.;
easy;action+background;31;A photo of <|man_1|> checking the time on his wristwatch, in a rustic café with wooden walls, Ultra HD quality.;man;;A photo of <|man_1|> checking the time on his wristwatch.;
easy;action+background;32;A photo of <|man_1|> crossing his hands in front of his chest, on a quiet city street, Ultra HD quality.;man;;A photo of <|man_1|> crossing his hands in front of his chest.;
easy;action+background;33;A photo of <|man_1|> crossing his hands in front of his chest, on a steep city street, Ultra HD quality.;man;;A photo of <|man_1|> crossing his hands in front of his chest.;
easy;action+background;34;A photo of <|woman_1|> crossing her hands in front of her chest, in a serene rose garden, Ultra HD quality.;woman;;A photo of <|woman_1|> crossing her hands in front of her chest.;
easy;action+background;35;A photo of <|woman_1|> crossing her hands in front of her chest, in a sunlit pasture, Ultra HD quality.;woman;;A photo of <|woman_1|> crossing her hands in front of her chest.;
easy;action+background;36;A photo of <|woman_1|> kneeling on the ground, on a colorful basketball court, Ultra HD quality.;woman;;A photo of <|woman_1|> kneeling on the ground.;
easy;action+background;37;A photo of <|woman_1|> kneeling on the ground, in a reading room, Ultra HD quality.;woman;;A photo of <|woman_1|> kneeling on the ground.;
easy;action+background;38;A photo of <|man_1|> kneeling on the ground, in a cozy living room, Ultra HD quality.;man;;A photo of <|man_1|> kneeling on the ground.;
easy;action+background;39;A photo of <|man_1|> kneeling on the ground, in a modern living room, Ultra HD quality.;man;;A photo of <|man_1|> kneeling on the ground.;
easy;action+background;40;A photo of <|man_1|> squatting down, in a stone-paved alley, Ultra HD quality.;man;;A photo of <|man_1|> squatting down.;
easy;action+background;41;A photo of <|man_1|> squatting down, in an open square, Ultra HD quality.;man;;A photo of <|man_1|> squatting down.;
easy;action+background;42;A photo of <|woman_1|> squatting down, in an open green park, Ultra HD quality.;woman;;A photo of <|woman_1|> squatting down.;
easy;action+background;43;A photo of <|woman_1|> squatting down, in a dense forest, Ultra HD quality.;woman;;A photo of <|woman_1|> squatting down.;
easy;action+background;44;A photo of <|woman_1|> punching, on a serene beach, Ultra HD quality.;woman;;A photo of <|woman_1|> punching.;
easy;action+background;45;A photo of <|woman_1|> punching, in a remote valley, Ultra HD quality.;woman;;A photo of <|woman_1|> punching.;
easy;action+background;46;A photo of <|man_1|> punching, on a boat, Ultra HD quality.;man;;A photo of <|man_1|> punching.;
easy;action+background;47;A photo of <|man_1|> punching, on a tropical beach, Ultra HD quality.;man;;A photo of <|man_1|> punching.;
easy;action+background;48;A photo of <|man_1|> shrugging his shoulders, in a modern conference room, Ultra HD quality.;man;;A photo of <|man_1|> shrugging his shoulders.;
easy;action+background;49;A photo of <|man_1|> shrugging his shoulders, in a European town square, Ultra HD quality.;man;;A photo of <|man_1|> shrugging his shoulders.;
easy;action+background;50;A photo of <|woman_1|> shrugging her shoulders, in a modern office, Ultra HD quality.;woman;;A photo of <|woman_1|> shrugging her shoulders.;
easy;action+background;51;A photo of <|woman_1|> shrugging her shoulders, in a rustic café with wooden walls, Ultra HD quality.;woman;;A photo of <|woman_1|> shrugging her shoulders.;
easy;simple;0;A photo of <|man_1|> standing, Ultra HD quality.;man;;A photo of <|man_1|> standing.;
easy;simple;1;A photo of <|man_1|> standing, Ultra HD quality.;man;;A photo of <|man_1|> standing.;
easy;simple;2;A photo of <|woman_1|> standing, Ultra HD quality.;woman;;A photo of <|woman_1|> standing.;
easy;simple;3;A photo of <|woman_1|> standing, Ultra HD quality.;woman;;A photo of <|woman_1|> standing.;
easy;simple;4;A photo of <|woman_1|> walking, Ultra HD quality.;woman;;A photo of <|woman_1|> walking.;
easy;simple;5;A photo of <|woman_1|> walking, Ultra HD quality.;woman;;A photo of <|woman_1|> walking.;
easy;simple;6;A photo of <|man_1|> walking, Ultra HD quality.;man;;A photo of <|man_1|> walking.;
easy;simple;7;A photo of <|man_1|> walking, Ultra HD quality.;man;;A photo of <|man_1|> walking.;
easy;simple;8;A photo of <|man_1|> running, Ultra HD quality.;man;;A photo of <|man_1|> running.;
easy;simple;9;A photo of <|man_1|> running, Ultra HD quality.;man;;A photo of <|man_1|> running.;
easy;simple;10;A photo of <|woman_1|> running, Ultra HD quality.;woman;;A photo of <|woman_1|> running.;
easy;simple;11;A photo of <|woman_1|> running, Ultra HD quality.;woman;;A photo of <|woman_1|> running.;
easy;simple;12;A photo of <|woman_1|> waving her hand, Ultra HD quality.;woman;;A photo of <|woman_1|> waving her hand.;
easy;simple;13;A photo of <|woman_1|> waving her hand, Ultra HD quality.;woman;;A photo of <|woman_1|> waving her hand.;
easy;simple;14;A photo of <|man_1|> waving his hand, Ultra HD quality.;man;;A photo of <|man_1|> waving his hand.;
easy;simple;15;A photo of <|man_1|> waving his hand, Ultra HD quality.;man;;A photo of <|man_1|> waving his hand.;
easy;simple;16;A photo of <|man_1|> clapping, Ultra HD quality.;man;;A photo of <|man_1|> clapping.;
easy;simple;17;A photo of <|man_1|> clapping, Ultra HD quality.;man;;A photo of <|man_1|> clapping.;
easy;simple;18;A photo of <|woman_1|> clapping, Ultra HD quality.;woman;;A photo of <|woman_1|> clapping.;
easy;simple;19;A photo of <|woman_1|> clapping, Ultra HD quality.;woman;;A photo of <|woman_1|> clapping.;
easy;simple;20;A photo of <|woman_1|> putting her hands in her pockets, Ultra HD quality.;woman;;A photo of <|woman_1|> putting her hands in her pockets.;
easy;simple;21;A photo of <|woman_1|> putting her hands in her pockets, Ultra HD quality.;woman;;A photo of <|woman_1|> putting her hands in her pockets.;
easy;simple;22;A photo of <|man_1|> putting his hands in his pockets, Ultra HD quality.;man;;A photo of <|man_1|> putting his hands in his pockets.;
easy;simple;23;A photo of <|man_1|> putting his hands in his pockets, Ultra HD quality.;man;;A photo of <|man_1|> putting his hands in his pockets.;
easy;simple;24;A photo of <|man_1|> jumping up, Ultra HD quality.;man;;A photo of <|man_1|> jumping up.;
easy;simple;25;A photo of <|man_1|> jumping up, Ultra HD quality.;man;;A photo of <|man_1|> jumping up.;
easy;simple;26;A photo of <|woman_1|> jumping up, Ultra HD quality.;woman;;A photo of <|woman_1|> jumping up.;
easy;simple;27;A photo of <|woman_1|> jumping up, Ultra HD quality.;woman;;A photo of <|woman_1|> jumping up.;
easy;simple;28;A photo of <|woman_1|> checking the time on her wristwatch, Ultra HD quality.;woman;;A photo of <|woman_1|> checking the time on her wristwatch.;
easy;simple;29;A photo of <|woman_1|> checking the time on her wristwatch, Ultra HD quality.;woman;;A photo of <|woman_1|> checking the time on her wristwatch.;
easy;simple;30;A photo of <|man_1|> checking the time on his wristwatch, Ultra HD quality.;man;;A photo of <|man_1|> checking the time on his wristwatch.;
easy;simple;31;A photo of <|man_1|> checking the time on his wristwatch, Ultra HD quality.;man;;A photo of <|man_1|> checking the time on his wristwatch.;
easy;simple;32;A photo of <|man_1|> crossing his hands in front of his chest, Ultra HD quality.;man;;A photo of <|man_1|> crossing his hands in front of his chest.;
easy;simple;33;A photo of <|man_1|> crossing his hands in front of his chest, Ultra HD quality.;man;;A photo of <|man_1|> crossing his hands in front of his chest.;
easy;simple;34;A photo of <|woman_1|> crossing her hands in front of her chest, Ultra HD quality.;woman;;A photo of <|woman_1|> crossing her hands in front of her chest.;
easy;simple;35;A photo of <|woman_1|> crossing her hands in front of her chest, Ultra HD quality.;woman;;A photo of <|woman_1|> crossing her hands in front of her chest.;
easy;simple;36;A photo of <|woman_1|> kneeling on the ground, Ultra HD quality.;woman;;A photo of <|woman_1|> kneeling on the ground.;
easy;simple;37;A photo of <|woman_1|> kneeling on the ground, Ultra HD quality.;woman;;A photo of <|woman_1|> kneeling on the ground.;
easy;simple;38;A photo of <|man_1|> kneeling on the ground, Ultra HD quality.;man;;A photo of <|man_1|> kneeling on the ground.;
easy;simple;39;A photo of <|man_1|> kneeling on the ground, Ultra HD quality.;man;;A photo of <|man_1|> kneeling on the ground.;
easy;simple;40;A photo of <|man_1|> squatting down, Ultra HD quality.;man;;A photo of <|man_1|> squatting down.;
easy;simple;41;A photo of <|man_1|> squatting down, Ultra HD quality.;man;;A photo of <|man_1|> squatting down.;
easy;simple;42;A photo of <|woman_1|> squatting down, Ultra HD quality.;woman;;A photo of <|woman_1|> squatting down.;
easy;simple;43;A photo of <|woman_1|> squatting down, Ultra HD quality.;woman;;A photo of <|woman_1|> squatting down.;
easy;simple;44;A photo of <|woman_1|> punching, Ultra HD quality.;woman;;A photo of <|woman_1|> punching.;
easy;simple;45;A photo of <|woman_1|> punching, Ultra HD quality.;woman;;A photo of <|woman_1|> punching.;
easy;simple;46;A photo of <|man_1|> punching, Ultra HD quality.;man;;A photo of <|man_1|> punching.;
easy;simple;47;A photo of <|man_1|> punching, Ultra HD quality.;man;;A photo of <|man_1|> punching.;
easy;simple;48;A photo of <|man_1|> shrugging his shoulders, Ultra HD quality.;man;;A photo of <|man_1|> shrugging his shoulders.;
easy;simple;49;A photo of <|man_1|> shrugging his shoulders, Ultra HD quality.;man;;A photo of <|man_1|> shrugging his shoulders.;
easy;simple;50;A photo of <|woman_1|> shrugging her shoulders, Ultra HD quality.;woman;;A photo of <|woman_1|> shrugging her shoulders.;
easy;simple;51;A photo of <|woman_1|> shrugging her shoulders, Ultra HD quality.;woman;;A photo of <|woman_1|> shrugging her shoulders.;
medium;all;0;A close shot of <|woman_1|> and <|man_1|> standing, standing side by side, facing the same direction, the woman with a neutral face, the man with a small smile, in a cozy living room, Ultra HD quality.;woman;man;A close shot of <|woman_1|> standing, with a neutral face.;A close shot of <|man_1|> standing, with a small smile.
medium;all;1;A long shot of <|woman_1|> and <|man_1|> standing, the woman is standing to the right of the man, both with calm expressions, in a modern living room, Ultra HD quality.;woman;man;A long shot of <|woman_1|> standing, with calm expressions.;A long shot of <|man_1|> standing, with calm expressions.
medium;all;2;A high angle shot of <|man_1|> and <|woman_1|> standing, the man is standing slightly ahead of the woman, the man looking focused while the woman looks slightly nervous, in a stone-paved alley, Ultra HD quality.;man;woman;A high angle shot of <|man_1|> standing, looking focused.;A high angle shot of <|woman_1|> standing, looks slightly nervous.
medium;all;3;A low angle shot of <|man_1|> and <|woman_1|> standing, the man is standing diagonally in front of the woman, the man having a serious expression while the woman looks hesitant, in an open square, Ultra HD quality.;man;woman;A low angle shot of <|man_1|> standing, having a serious expression.;A low angle shot of <|woman_1|> standing, looks hesitant.
medium;all;4;A close shot of <|man_1|> and <|woman_1|> walking, with a bit of space between them, the man with a friendly smile, the woman with a shy expression, in an open green park, Ultra HD quality.;man;woman;A close shot of <|man_1|> walking, with a friendly smile.;A close shot of <|woman_1|> walking, with a shy expression.
medium;all;5;A long shot of <|man_1|> and <|woman_1|> walking, walking apart from each other, the man looking disappointed while the woman looks deep in thought, in a dense forest, Ultra HD quality.;man;woman;A long shot of <|man_1|> walking, looking disappointed.;A long shot of <|woman_1|> walking, looks deep in thought.
medium;all;6;A high angle shot of <|woman_1|> and <|man_1|> walking, next to each other with synchronized steps, both smiling slightly, on a serene beach, Ultra HD quality.;woman;man;A high angle shot of <|woman_1|> walking, smiling slightly.;A high angle shot of <|man_1|> walking, smiling slightly.
medium;all;7;A low angle shot of <|woman_1|> and <|man_1|> walking, the woman is leading the way while the man follows behind, the woman with a determined look while the man with a relaxed face, in a remote valley, Ultra HD quality.;woman;man;A low angle shot of <|woman_1|> walking, with a determined look.;A low angle shot of <|man_1|> walking, with a relaxed face.
